x	mu	sigma_90	sigma_95	sigma_99	muPlus90	muMinus90	muPlus95	muMinus95	muPlus99	muMinus99	sample1	sample2	sample3
-3.00000	-0.1362889790	1.6953326300	2.0138496700	2.6508837500	1.5590436510	-1.8316216090	1.8775606910	-2.1501386490	2.5145947710	-2.7871727290	-0.7037811190	-0.8650989990	0.9293780460
-2.95000	-0.1579148540	1.6703071800	1.9841224700	2.6117530500	1.5123923260	-1.8282220340	1.8262076160	-2.1420373240	2.4538381960	-2.7696679040	-0.6818595750	-0.9130283370	0.9100558340
-2.90000	-0.1820100010	1.6424873000	1.9510758200	2.5682528700	1.4604772990	-1.8244973010	1.7690658190	-2.1330858210	2.3862428690	-2.7502628710	-0.6676794100	-0.9595843440	0.8866665810
-2.85000	-0.2087225190	1.6117290500	1.9145387500	2.5201581500	1.4030065310	-1.8204515690	1.7058162310	-2.1232612690	2.3114356310	-2.7288806690	-0.6610866810	-1.0049100600	0.8586693940
-2.80000	-0.2381895020	1.5779062700	1.8743613900	2.4672716300	1.3397167680	-1.8160957720	1.6361718880	-2.1125508920	2.2290821280	-2.7054611320	-0.6618274110	-1.0491441800	0.8255433360
-2.75000	-0.2705332530	1.5409145100	1.8304196600	2.4094299600	1.2703812570	-1.8114477630	1.5598864070	-2.1009529130	2.1388967070	-2.6799632130	-0.6695584720	-1.0924120200	0.7868016460
-2.70000	-0.3058571980	1.5006748800	1.7826198500	2.3465098100	1.1948176820	-1.8065320780	1.4767626520	-2.0884770480	2.0406526120	-2.6523670080	-0.6838612420	-1.1348188600	0.7420042310
-2.65000	-0.3442415630	1.4571378900	1.7309031900	2.2784337900	1.1128963270	-1.8013794530	1.3866616270	-2.0751447530	1.9341922270	-2.6226753530	-0.7042548460	-1.1764429000	0.6907712760
-2.60000	-0.3857388540	1.4102869900	1.6752500000	2.2051760200	1.0245481360	-1.7960258440	1.2895111460	-2.0609888540	1.8194371660	-2.5909148740	-0.7302107120	-1.2173300700	0.6327960480
-2.55000	-0.4303692170	1.3601418400	1.6156836400	2.1267672400	0.9297726230	-1.7905110570	1.1853144230	-2.0460528570	1.6963980230	-2.5571364570	-0.7611662510	-1.2574894900	0.5678567510
-2.50000	-0.4781157530	1.3067611700	1.5522738800	2.0432992900	0.8286454170	-1.7848769230	1.0741581270	-2.0303896330	1.5651835370	-2.5214150430	-0.7965376740	-1.2968910200	0.4958281850
-2.45000	-0.5289198860	1.2502451700	1.4851397200	1.9549288100	0.7213252840	-1.7791650560	0.9562198340	-2.0140596060	1.4260089240	-2.4838486960	-0.8357328640	-1.3354633400	0.4166902140
-2.40000	-0.5826768840	1.1907372600	1.4144515300	1.8618800800	0.6080603760	-1.7734141440	0.8317746460	-1.9971284140	1.2792031960	-2.4445569640	-0.8781608300	-1.3730928800	0.3305389110
-2.35000	-0.6392316490	1.1284252400	1.3404324000	1.7644467400	0.4891935910	-1.7676568890	0.7012007510	-1.9796640490	1.1252150910	-2.4036783890	-0.9232403350	-1.4096261300	0.2375909510
-2.30000	-0.6983749000	1.0635416800	1.2633586000	1.6629924400	0.3651667800	-1.7619165800	0.5649837000	-1.9617335000	0.9646175400	-2.3613673400	-0.9704054240	-1.4448708400	0.1381908790
-2.25000	-0.7598398770	0.9963635220	1.1835590900	1.5579502300	0.2365236450	-1.7562033990	0.4237192130	-1.9433989670	0.7981103530	-2.3177901070	-1.0191101600	-1.4785995600	0.0328123090
-2.20000	-0.8232997070	0.9272108450	1.1014140900	1.4498205900	0.1039111380	-1.7505105520	0.2781143830	-1.9247137970	0.6265208830	-2.2731202970	-1.0688293300	-1.5105538400	-0.0779395897
-2.15000	-0.8883655610	0.8564447350	1.0173525300	1.3391681300	-0.0319208260	-1.7448102960	0.1289869690	-1.9057180910	0.4508025690	-2.2275336910	-1.1190586100	-1.5404490200	-0.1933304270
-2.10000	-0.9545857350	0.7844642870	0.9318484870	1.2266168900	-0.1701214480	-1.7390500220	-0.0227372480	-1.8864342220	0.2720311550	-2.1812026250	-1.1693112900	-1.5679805400	-0.3124998660
-2.05000	-1.0214458000	0.7117027100	0.8454165520	1.1128442400	-0.3097430900	-1.7331485100	-0.1760292480	-1.8668623520	0.0913984400	-2.1342900400	-1.2191153900	-1.5928283500	-0.4344685530
-2.00000	-1.0883699200	0.6386225690	0.7586062030	0.9985734710	-0.4497473510	-1.7269924890	-0.3297637170	-1.8469761230	-0.0897964490	-2.0869433910	-1.2680072800	-1.6146643200	-0.5581467180
-1.95000	-1.1547234300	0.5657102150	0.6719951650	0.8845650640	-0.5890132150	-1.7204336450	-0.4827282650	-1.8267185950	-0.2701583660	-2.0392884940	-1.3155268800	-1.6331576900	-0.6823452180
-1.90000	-1.2198168500	0.4934694630	0.5861819070	0.7716067960	-0.7263473870	-1.7132863130	-0.6336349430	-1.8059987570	-0.4482100540	-1.9914236460	-1.3612103400	-1.6479811400	-0.8057904310
-1.85000	-1.2829112600	0.4224145980	0.5017773400	0.6605028250	-0.8604966620	-1.7053258580	-0.7811339200	-1.7846886000	-0.6224084350	-1.9434140850	-1.4045852200	-1.6588156900	-0.9271399150
-1.80000	-1.3432251700	0.3530628380	0.4193958560	0.5520618920	-0.9901623320	-1.6962880080	-0.9238293140	-1.7626210260	-0.7911632780	-1.8952870620	-1.4451634200	-1.6653561000	-1.0450008900
-1.75000	-1.3999429200	0.2859263550	0.3396458520	0.4470848460	-1.1140165650	-1.6858692750	-1.0602970680	-1.7395887720	-0.9528580740	-1.8470277660	-1.4824385000	-1.6673155500	-1.1579502500
-1.70000	-1.4522244800	0.2215040130	0.2631199180	0.3463517290	-1.2307204670	-1.6737284930	-1.1891045620	-1.7153443980	-1.1058727510	-1.7985762090	-1.5158816800	-1.6644281900	-1.2645575300
-1.65000	-1.4992166900	0.1602729730	0.1903848650	0.2506086490	-1.3389437170	-1.6594896630	-1.3088318250	-1.6896015550	-1.2486080410	-1.7498253390	-1.5449414300	-1.6564528500	-1.3634077600
-1.60000	-1.5400658100	0.1026803410	0.1219717990	0.1605547150	-1.4373854690	-1.6427461510	-1.4180940110	-1.6620376090	-1.3795110950	-1.7006205250	-1.5690442700	-1.6431753500	-1.4531244900
-1.55000	-1.5739312000	0.0491350266	0.0583664558	0.0768293143	-1.5247961734	-1.6230662266	-1.5155647442	-1.6322976558	-1.4971018857	-1.6507605143	-1.5875986100	-1.6244097000	-1.5323962800
-1.50000	-1.6000000000	0.0000000000	0.0000000000	0.0000000000	-1.6000000000	-1.6000000000	-1.6000000000	-1.6000000000	-1.6000000000	-1.6000000000	-1.5999999800	-1.5999999500	-1.6000000900
-1.45000	-1.6175026700	0.0444148720	0.0527594843	0.0694487089	-1.5730877980	-1.6619175420	-1.5647431857	-1.6702621543	-1.5480539611	-1.6869513789	-1.6056409300	-1.5698197200	-1.6548251200
-1.40000	-1.6257289100	0.0838592379	0.0996146098	0.1311253540	-1.5418696721	-1.7095881479	-1.5261143002	-1.7253435198	-1.4946035560	-1.7568542640	-1.6039203900	-1.5337743700	-1.6958965800
-1.35000	-1.6240439900	0.1181477510	0.1403452080	0.1847401200	-1.5058962390	-1.7421917410	-1.4836987820	-1.7643891980	-1.4393038700	-1.8087841100	-1.5942586200	-1.4917996900	-1.7223964900
-1.30000	-1.6119048300	0.1471644870	0.1748135730	0.2301117440	-1.4647403430	-1.7590693170	-1.4370912570	-1.7867184030	-1.3817930860	-1.8420165740	-1.5761112800	-1.4438639000	-1.7336832100
-1.25000	-1.5888758500	0.1708661450	0.2029682700	0.2671725180	-1.4180097050	-1.7597419950	-1.3859075800	-1.7918441200	-1.3217033320	-1.8560483680	-1.5489872800	-1.3899682000	-1.7293090300
-1.20000	-1.5546439300	0.1892839350	0.2248463720	0.2959712440	-1.3653599950	-1.7439278650	-1.3297975580	-1.7794903020	-1.2586726860	-1.8506151740	-1.5124668300	-1.3301475000	-1.7090335000
-1.15000	-1.5090322900	0.2025240480	0.2405740210	0.3166739670	-1.3065082420	-1.7115563380	-1.2684582690	-1.7496063110	-1.1923583230	-1.8257062570	-1.4662207000	-1.2644739400	-1.6728346100
-1.10000	-1.4520129100	0.2107666650	0.2503652500	0.3295624210	-1.2412462450	-1.6627795750	-1.2016476600	-1.7023781600	-1.1224504890	-1.7815753310	-1.4100297100	-1.1930585100	-1.6209164300
-1.05000	-1.3837170400	0.2142634690	0.2545190300	0.3350301520	-1.1694535710	-1.5979805090	-1.1291980100	-1.6382360700	-1.0486868880	-1.7187471920	-1.3438031600	-1.1160554300	-1.5537134100
-1.00000	-1.3044435600	0.2133336830	0.2534145570	0.3335763040	-1.0911098770	-1.5177772430	-1.0510290030	-1.5578581170	-0.9708672560	-1.6380198640	-1.2675966700	-1.0336660300	-1.4718883500
-0.95000	-1.2146648700	0.2083586580	0.2475048300	0.3257971740	-1.0063062120	-1.4230235280	-0.9671600400	-1.4621697000	-0.8888676960	-1.5404620440	-1.1816279600	-0.9461452710	-1.3763305000
-0.90000	-1.1150299300	0.1997751100	0.2373086160	0.3123756270	-0.9152548200	-1.3148050400	-0.8777213140	-1.3523385460	-0.8026543030	-1.4274055570	-1.0862902200	-0.8538064050	-1.2681464800
-0.85000	-1.0063643600	0.1880671070	0.2234009270	0.2940685670	-0.8182972530	-1.1944314670	-0.7829634330	-1.2297652870	-0.7122957930	-1.3004329270	-0.9821612450	-0.7570282920	-1.1486482500
-0.80000	-0.8896673120	0.1737569520	0.2064021970	0.2716926880	-0.7159103600	-1.0634242640	-0.6832651150	-1.0960695090	-0.6179746240	-1.1613600000	-0.8700110910	-0.6562616530	-1.0193386500
-0.75000	-0.7661050710	0.1573951470	0.1869663560	0.2461087750	-0.6087099240	-0.9235002180	-0.5791387150	-0.9530714270	-0.5199962960	-1.0122138460	-0.7508025800	-0.5520357420	-0.8818914620
-0.70000	-0.6370012810	0.1395496270	0.1657680420	0.2182048710	-0.4974516540	-0.7765509080	-0.4712332390	-0.8027693230	-0.4187964100	-0.8552061520	-0.6256889990	-0.4449643150	-0.7381301870
-0.65000	-0.5038238590	0.1207944970	0.1434892210	0.1888786680	-0.3830293620	-0.6246183560	-0.3603346380	-0.6473130800	-0.3149451910	-0.6927025270	-0.4960068910	-0.3357503310	-0.5900029720
-0.60000	-0.3681686750	0.1016985060	0.1208054980	0.1590194820	-0.2664701690	-0.4698671810	-0.2473631770	-0.4889741730	-0.2091491930	-0.5271881570	-0.3632612010	-0.2251910990	-0.4395553570
-0.55000	-0.2317401780	0.0828135140	0.0983724166	0.1294902220	-0.1489266640	-0.3145536920	-0.1333677614	-0.3301125946	-0.1022499560	-0.3612304000	-0.2291101720	-0.1141780930	-0.2889019220
-0.50000	-0.0963292197	0.0646632027	0.0768120469	0.1011097350	-0.0316660170	-0.1609924224	-0.0195171728	-0.1731412666	0.0047805153	-0.1974389547	-0.0953398581	-0.0036990432	-0.1401958000
-0.45000	0.0362116018	0.0477322901	0.0567001749	0.0746359445	0.0839438919	-0.0115206883	0.0929117767	-0.0204885731	0.1108475463	-0.0384243427	0.0361619845	0.1051651770	0.0044026478
-0.40000	0.1639946890	0.0324564884	0.0385543741	0.0507501455	0.1964511774	0.1315382006	0.2025490631	0.1254403149	0.2147448345	0.1132445435	0.1634367590	0.2112471570	0.1427569480
-0.35000	0.2851258290	0.0192134426	0.0228232409	0.0300428375	0.3043392716	0.2659123864	0.3079490699	0.2623025881	0.3151686665	0.2550829915	0.2844903400	0.3132994260	0.2727860690
-0.30000	0.3977337050	0.0083148575	0.0098770428	0.0130014135	0.4060485625	0.3894188475	0.4076107478	0.3878566622	0.4107351185	0.3847322915	0.3973295280	0.4100066950	0.3924939310
-0.25000	0.5000000000	0.0000000000	0.0000000000	0.0000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000000000	0.5000002140	0.5000001900	0.4999998890
-0.20000	0.5901895060	0.0055692705	0.0066156183	0.0087083139	0.5957587765	0.5846202355	0.5968051243	0.5835738877	0.5988978199	0.5814811921	0.5906263700	0.5818748910	0.5935658950
-0.15000	0.6666796500	0.0083118249	0.0098734405	0.0129966717	0.6749914749	0.6583678251	0.6765530905	0.6568062095	0.6796763217	0.6536829783	0.6674488650	0.6542095220	0.6716209980
-0.10000	0.7279888370	0.0082288597	0.0097748879	0.0128669442	0.7362176967	0.7197599773	0.7377637249	0.7182139491	0.7408557812	0.7151218928	0.7288613620	0.7155888890	0.7327860220
-0.05000	0.7728030290	0.0054037268	0.0064189724	0.0084494637	0.7782067558	0.7673993022	0.7792220014	0.7663840566	0.7812524927	0.7643535653	0.7734454020	0.7646287700	0.7758924130
0.00000	0.8000000000	0.0000000000	0.0000000000	0.0000000000	0.8000000000	0.8000000000	0.8000000000	0.8000000000	0.8000000000	0.8000000000	0.8000001140	0.8000001250	0.7999998830
0.05000	0.8086707340	0.0077421767	0.0091967675	0.0121059491	0.8164129107	0.8009285573	0.8178675015	0.7994739665	0.8207766831	0.7965647849	0.8075698470	0.8204571610	0.8044104460
0.10000	0.7981375150	0.0175113739	0.0208013896	0.0273814210	0.8156488889	0.7806261411	0.8189389046	0.7773361254	0.8255189360	0.7707560940	0.7954643640	0.8248621320	0.7886782890
0.15000	0.7679682940	0.0289316690	0.0343673159	0.0452386097	0.7968999630	0.7390366250	0.8023356099	0.7336009781	0.8132069037	0.7227296843	0.7632753300	0.8122125730	0.7526177830
0.20000	0.7179870050	0.0415707884	0.0493810577	0.0650015963	0.7595577934	0.6764162166	0.7673680627	0.6686059473	0.7829886013	0.6529854087	0.7108855050	0.7816644630	0.6963059280
0.25000	0.6482795830	0.0549494061	0.0652732339	0.0859208895	0.7032289891	0.5933301769	0.7135528169	0.5830063491	0.7342004725	0.5623586935	0.6384730730	0.7325555630	0.6200831840
0.30000	0.5591955370	0.0685513853	0.0814307365	0.1071894390	0.6277469223	0.4906441517	0.6406262735	0.4777648005	0.6663849760	0.4520060980	0.5465078480	0.6644244170	0.5245493810
0.35000	0.4513450010	0.0818347230	0.0972097315	0.1279597490	0.5331797240	0.3695102780	0.5485547325	0.3541352695	0.5793047500	0.3233852520	0.4357435830	0.5770272650	0.4105569910
0.40000	0.3255913150	0.0942429480	0.1119491990	0.1473617010	0.4198342630	0.2313483670	0.4375405140	0.2136421160	0.4729530160	0.1782296140	0.3072026630	0.4703512840	0.2792019140
0.45000	0.1830392570	0.1052167140	0.1249847020	0.1645206800	0.2882559710	0.0778225430	0.3080239590	0.0580545550	0.3475599370	0.0185185770	0.1621563300	0.3446223940	0.1318087530
0.50000	0.0250191445	0.1142053250	0.1356620830	0.1785755990	0.1392244695	-0.0891861805	0.1606812275	-0.1106429385	0.2035947435	-0.1535564545	0.0020996082	0.2003107190	-0.0300843232
0.55000	-0.1469328690	0.1206779460	0.1433507730	0.1886964250	-0.0262549230	-0.2676108150	-0.0035820960	-0.2902836420	0.0417635560	-0.3356292940	-0.1712772890	0.0381299825	-0.2047436330
0.60000	-0.3310979250	0.1241342470	0.1474564390	0.1941008230	-0.2069636780	-0.4552321720	-0.1836414860	-0.4785543640	-0.1369971020	-0.5251987480	-0.3561209690	-0.1409663680	-0.3902633060
0.65000	-0.5256005580	0.1241142620	0.1474326990	0.1940695730	-0.4014862960	-0.6497148200	-0.3781678590	-0.6730332570	-0.3315309850	-0.7196701310	-0.5504503780	-0.3357948740	-0.5845874330
0.70000	-0.7284372330	0.1202072650	0.1427916600	0.1879604510	-0.6082299680	-0.8486444980	-0.5856455730	-0.8712288930	-0.5404767820	-0.9163976840	-0.7521928370	-0.5449544680	-0.7855360690
0.75000	-0.9375067660	0.1120594820	0.1331130820	0.1752202810	-0.8254472840	-1.0495662480	-0.8043936840	-1.0706198480	-0.7622864850	-1.1127270470	-0.9592210540	-0.7668436760	-0.9908342800
0.80000	-1.1506420400	0.0993804985	0.1180519860	0.1553949610	-1.0512615415	-1.2500225385	-1.0325900540	-1.2686940260	-0.9952470790	-1.3060370010	-1.1693911500	-0.9996813230	-1.1981392800
0.85000	-1.3656423600	0.0819482592	0.0973445988	0.1281372780	-1.2836941008	-1.4475906192	-1.2682977612	-1.4629869588	-1.2375050820	-1.4937796380	-1.3805778700	-1.2415304400	-1.4050733100
0.90000	-1.5803059200	0.0596125819	0.0708125215	0.0932124007	-1.5206933381	-1.6399185019	-1.5094933985	-1.6511184415	-1.4870935193	-1.6735183207	-1.5907114200	-1.4903240400	-1.6092541000
0.95000	-1.7924616600	0.0322971523	0.0383651022	0.0505010019	-1.7601645077	-1.8247588123	-1.7540965578	-1.8308267622	-1.7419606581	-1.8429626619	-1.7978076500	-1.7438937700	-1.8083274200
1.00000	-2.0000000000	0.0000000000	0.0000000000	0.0000000000	-2.0000000000	-2.0000000000	-2.0000000000	-2.0000000000	-2.0000000000	-2.0000000000	-1.9999999700	-1.9999999700	-1.9999999700
1.05000	-2.2009019400	0.0372075098	0.0441980117	0.0581790154	-2.1636944302	-2.2381094498	-2.1567039283	-2.2450999517	-2.1427229246	-2.2590809554	-2.1955644200	-2.2563615300	-2.1820722800
1.10000	-2.3932659200	0.0791830982	0.0940599227	0.1238135720	-2.3140828218	-2.4724490182	-2.2992059973	-2.4873258427	-2.2694523480	-2.5170794920	-2.3829431500	-2.5106887700	-2.3524696800
1.15000	-2.5753321400	0.1257173100	0.1493369260	0.1965761580	-2.4496148300	-2.7010494500	-2.4259952140	-2.7246690660	-2.3787559820	-2.7719082980	-2.5607627000	-2.7607122700	-2.5092740200
1.20000	-2.7455038500	0.1765384440	0.2097062730	0.2760419300	-2.5689654060	-2.9220422940	-2.5357975770	-2.9552101230	-2.4694619200	-3.0215457800	-2.7278484600	-3.0042148700	-2.6507522000
1.25000	-2.9023653900	0.2313185180	0.2747783610	0.3616980470	-2.6710468720	-3.1336839080	-2.6275870290	-3.1771437510	-2.5406673430	-3.2640634370	-2.8832346600	-3.2390596200	-2.7753835700
1.30000	-3.0446967300	0.2896801210	0.3441048710	0.4529543710	-2.7550166090	-3.3343768510	-2.7005918590	-3.3888016010	-2.5917423590	-3.4976511010	-3.0261697300	-3.4632178400	-2.8818837900
1.35000	-3.1714844300	0.3512039510	0.4171877230	0.5491552690	-2.8202804790	-3.5226883810	-2.7542967070	-3.5886721530	-2.6223291610	-3.7206396990	-3.1561173700	-3.6747938100	-2.9692257100
1.40000	-3.2819288200	0.4154368660	0.4934886410	0.6495921900	-2.8664919540	-3.6973656860	-2.7884401790	-3.7754174610	-2.6323366300	-3.9315210100	-3.2727540700	-3.8720486400	-3.0366564400
1.45000	-3.3754475900	0.4819002560	0.5724390920	0.7535167640	-2.8935473340	-3.8573478460	-2.8030084980	-3.9478866820	-2.6219308260	-4.1289643540	-3.3759609700	-4.0534201500	-3.0837092300
1.50000	-3.4516758000	0.5500985380	0.6534503840	0.8601540770	-2.9015772620	-4.0017743380	-2.7982254160	-4.1051261840	-2.5915217230	-4.3118298770	-3.4658148800	-4.2175404700	-3.1102124700
1.55000	-3.5104624100	0.6195275980	0.7359236920	0.9687158800	-2.8909348120	-4.1299900080	-2.7745387180	-4.2463861020	-2.5417465300	-4.4791782900	-3.5425726900	-4.3632508400	-3.1162914500
1.60000	-3.5518637000	0.6896830030	0.8192598100	1.0784134200	-2.8621806970	-4.2415467030	-2.7326038900	-4.3711235100	-2.4734502800	-4.6302771200	-3.6066555300	-4.4896123000	-3.1023656400
1.65000	-3.5761337300	0.7600678260	0.9028684470	1.1884696900	-2.8160659040	-4.3362015560	-2.6732652830	-4.4790021770	-2.3876640400	-4.7646034200	-3.6586294200	-4.5959146900	-3.0691411900
1.70000	-3.5837121600	0.8301999270	0.9861768830	1.2981307900	-2.7535122330	-4.4139120870	-2.5975352770	-4.5698890430	-2.2855813700	-4.8818429500	-3.6991837300	-4.6816808700	-3.0175965900
1.75000	-3.5752099400	0.8996185870	1.0686378400	1.4066763400	-2.6755913530	-4.4748285270	-2.5065721000	-4.6438477800	-2.1685336000	-4.9818862800	-3.7291089000	-4.7466688200	-2.9489640400
1.80000	-3.5513929700	0.9678903700	1.1497364400	1.5134285800	-2.5835026000	-4.5192833400	-2.4016565300	-4.7011294100	-2.0379643900	-5.0648215500	-3.7492737200	-4.7908697700	-2.8647058900
1.85000	-3.5131644400	1.0346141400	1.2289961800	1.6177602800	-2.4785503000	-4.5477785800	-2.2841682600	-4.7421606200	-1.8954041600	-5.1309247200	-3.7606010200	-4.8145039900	-2.7664855400
1.90000	-3.4615459500	1.0994251500	1.3059838100	1.7191011400	-2.3621208000	-4.5609711000	-2.1555621400	-4.7675297600	-1.7424448100	-5.1806470900	-3.7640445600	-4.8180130100	-2.6561352900
1.95000	-3.3976580600	1.1619982400	1.3803130600	1.8169427000	-2.2356598200	-4.5596563000	-2.0173450000	-4.7779711200	-1.5807153600	-5.2146007600	-3.7605673000	-4.8020493200	-2.5356206800
2.00000	-3.3227004300	1.2220500100	1.4516472900	1.9108418400	-2.1006504200	-4.5447504400	-1.8710531400	-4.7743477200	-1.4118585900	-5.2335422700	-3.7511189700	-4.7674628900	-2.4070018300
2.05000	-3.2379320400	1.2793400600	1.5197009200	2.0004226400	-1.9585919800	-4.5172721000	-1.7182311200	-4.7576329600	-1.2375094000	-5.2383546800	-3.7366171000	-4.7152871800	-2.2723940800
2.10000	-3.1446518100	1.3336713100	1.5842398500	2.0853769500	-1.8109805000	-4.4783231200	-1.5604119600	-4.7288916600	-1.0592748600	-5.2300287600	-3.7179299400	-4.6467200700	-2.1339264500
2.15000	-3.0441798700	1.3848893700	1.6450807100	2.1654633900	-1.6592905000	-4.4290692400	-1.3990991600	-4.6892605800	-0.8787164800	-5.2096432600	-3.6958599500	-4.5631049700	-1.9937024800
2.20000	-2.9378397400	1.4328812000	1.7020891800	2.2405051500	-1.5049585400	-4.3707209400	-1.2357505600	-4.6399289200	-0.6973345900	-5.1783448900	-3.6711328100	-4.4659094900	-1.8537603100
2.25000	-2.8269416800	1.4775728200	1.7551774100	2.3103865900	-1.3493688600	-4.3045145000	-1.0717642700	-4.5821190900	-0.5165550900	-5.1373282700	-3.6443861500	-4.3567035300	-1.7160353900
2.30000	-2.7127674000	1.5189265000	1.8043005700	2.3750487200	-1.1938409000	-4.2316939000	-0.9084668300	-4.5170679700	-0.3377186800	-5.0878161200	-3.6161636100	-4.2371347300	-1.5823271700
2.35000	-2.5965562100	1.5569373100	1.8494528000	2.4344837900	-1.0396189000	-4.1534935200	-0.7471034100	-4.4460090100	-0.1620724200	-5.0310400000	-3.5869103200	-4.1089048500	-1.4542682500
2.40000	-2.4794927000	1.5916291000	1.8906624500	2.4887291400	-0.8878636000	-4.0711218000	-0.5888302500	-4.3701551500	0.0092364400	-4.9682218400	-3.5569711300	-3.9737455000	-1.3332989500
2.45000	-2.3626961100	1.6230502600	1.9279869700	2.5378604100	-0.7396458500	-3.9857463700	-0.4347091400	-4.2906830800	0.1751643000	-4.9005565200	-3.5265926300	-3.8333925700	-1.2206463400
2.50000	-2.2472112800	1.6512690400	1.9615074700	2.5819843200	-0.5959422400	-3.8984803200	-0.2857038100	-4.2087187500	0.3347730400	-4.8291956000	-3.4959264200	-3.6895631100	-1.1173087500
2.55000	-2.1340012500	1.6763688400	1.9913229800	2.6212312700	-0.4576324100	-3.8103700900	-0.1426782700	-4.1253242300	0.4872300200	-4.7552325200	-3.4650353700	-3.5439312800	-1.0240461900
2.60000	-2.0239413900	1.6984433400	2.0175448200	2.6557477700	-0.3254980500	-3.7223847300	-0.0063965700	-4.0414862100	0.6318063800	-4.6796891600	-3.4339020600	-3.3981067500	-0.9413760180
2.65000	-1.9178151200	1.7175918200	2.0402908900	2.6856890300	-0.2002233000	-3.6354069400	0.1224757700	-3.9581060100	0.7678739100	-4.6035041500	-3.4024366400	-3.2536131200	-0.8695753010
2.70000	-1.8163109500	1.7339145100	2.0596802600	2.7112117700	-0.0823964400	-3.5502254600	0.2433693100	-3.8759912100	0.8949008200	-4.5275227200	-3.3704901000	-3.1118697000	-0.8086870430
2.75000	-1.7200208500	1.7475083000	2.0758280400	2.7324675300	0.0274874500	-3.4675291500	0.3558071900	-3.7958488900	1.0124466800	-4.4524883800	-3.3378639700	-2.9741743200	-0.7585336260
2.80000	-1.6294398400	1.7584628400	2.0888407100	2.7495964400	0.1290230000	-3.3879026800	0.4594008700	-3.7182805500	1.1201566000	-4.3790362800	-3.3043231800	-2.8416886800	-0.7187321150
2.85000	-1.5449665800	1.7668569800	2.0988119300	2.7627218200	0.2218904000	-3.3118235600	0.5538453500	-3.6437785100	1.2177552400	-4.3076884000	-3.2696088700	-2.7154268000	-0.6887171710
2.90000	-1.4669048900	1.7727558500	2.1058190700	2.7719455100	0.3058509600	-3.2396607400	0.6389141800	-3.5727239600	1.3050406200	-4.2388504000	-3.2334500300	-2.5962451900	-0.6677635750
2.95000	-1.3954661500	1.7762084800	2.1099203800	2.7773441700	0.3807423300	-3.1716746300	0.7144542300	-3.5053865300	1.3818780200	-4.1728103200	-3.1955753300	-2.4848366300	-0.6550138950
3.00000	-1.3307722200	1.7772460800	2.1111529300	2.7789666100	0.4464738600	-3.1080183000	0.7803807100	-3.4419251500	1.4481943900	-4.1097388300	-3.1557237000	-2.3817261800	-0.6495077050
3.05000	-1.2728590900	1.7758810000	2.1095313700	2.7768321100	0.5030219100	-3.0487400900	0.8366722800	-3.3823904600	1.5039730200	-4.0496912000	-3.1136546800	-2.2872712100	-0.6502100530
3.10000	-1.2216808500	1.7721063500	2.1050475400	2.7709299200	0.5504255000	-2.9937872000	0.8833666900	-3.3267283900	1.5492490700	-3.9926107700	-3.0691562300	-2.2016621500	-0.6560419150
